Word:redound cos:-0.13818
Word:scorecards cos:-0.03160
Word:gsusa cos:-0.26425
Word:3,336 cos:-0.49336
Word:mirnyi cos:0.04726
Word:galenic cos:-0.35720
Word:mongstad cos:-0.27061
Word:advance cos:0.27120
Word:reengagement cos:-0.51631
Word:tvind cos:-0.34620
Word:travanti cos:-0.29713
Word:2082 cos:-0.45040
Word:cheromei cos:-0.08351
Word:reaccelerate cos:-0.36008
Word:prevé cos:-0.29616
Word:redshifts cos:-0.26436
Word:in-your-face cos:-0.44772
Word:somersault cos:-0.08302
Word:suguri cos:-0.15168
Word:raaz cos:-0.02034
Word:tarradellas cos:-0.32172
Word:horus cos:0.32335
Word:overslept cos:-0.15991
Word:baldachin cos:-0.10963
Word:wackiness cos:-0.19682
Word:permitting cos:0.11073
Word:stiffelio cos:-0.22264
Word:hasbrouck cos:-0.19611
Word:writer-artist cos:-0.04935
Word:ladi cos:-0.32153
Word:kumano cos:-0.24401
Word:laszlo cos:0.01639
Word:periklis cos:-0.37382
Word:poddar cos:-0.26494
Word:klintmalm cos:-0.29282
Word:presynaptic cos:-0.08597
Word:vermejo cos:-0.10401
Word:taper cos:-0.12266
Word:forsell cos:-0.13232
Word:warnapura cos:0.11282
Word:cipressa cos:-0.33348
Word:cuteness cos:-0.12176
Word:aiko cos:0.17779
Word:625-mile cos:-0.24916
Word:footfalls cos:-0.27707
Word:tummy cos:-0.00131
Word:tannhaeuser cos:-0.15604
Word:adaptable cos:-0.18401
Word:billfish cos:-0.33161
Word:i.r.a. cos:-0.35596
Word:viceroyalty cos:0.16906
Word:cordata cos:-0.27905
Word:rohwedder cos:-0.31829
Word:iwinski cos:-0.26916
Word:scribonia cos:-0.13069
Word:sansad cos:-0.32880
Word:dmytro cos:-0.24000
Word:429,000 cos:-0.33304
Word:lengthen cos:0.03776
Word:moumouni cos:-0.46758
Word:tangun cos:-0.03675
Word:zonguldak cos:-0.08534
Word:3,020 cos:-0.38682
Word:touched cos:0.27166
Word:foreplay cos:-0.16531
Word:yergin cos:-0.10904
Word:k8 cos:-0.30515
Word:small-world cos:-0.23879
Word:paean cos:-0.00977
Word:australiana cos:-0.40430
Word:petzner cos:-0.24750
Word:6f cos:-0.48202
Word:stringy cos:-0.22902
Word:scanning cos:-0.08908
Word:6801 cos:-0.13215
Word:adjourned cos:0.15950
Word:causing cos:0.23713
Word:mobius cos:-0.03851
Word:smutty cos:-0.18253
Word:pentreath cos:-0.30126
Word:rossellini cos:0.16877
Word:horde cos:0.32903
Word:bringing cos:0.40177
Word:hoffmann cos:0.11937
Word:377a cos:-0.36619
Word:distance cos:0.26393
Word:pilecki cos:-0.18942
Word:hips cos:0.00998
Word:jolson cos:0.13355
Word:vitreous cos:-0.07688
Word:30-36 cos:-0.31040
Word:rootstock cos:-0.33141
Word:maintain cos:0.28803
Word:bellybuttons cos:-0.46855
Word:carried cos:0.37484
Word:fpgas cos:-0.26210
Word:enoosaen cos:-0.22663
Word:promptings cos:-0.26677
Word:taungoo cos:0.06886
Word:fabbro cos:-0.35479
Word:seaboard cos:0.06243
Word:icosidodecahedron cos:-0.10459
Word:high-resolution cos:-0.17506
Word:telephones cos:0.21951
Word:nistelrooy cos:0.03078
Word:compatibility cos:-0.00352
Word:marasmius cos:-0.33682
Word:gonzalezes cos:-0.41198
Word:ryazan cos:-0.02802
Word:betelgeuse cos:-0.16103
Word:ted cos:0.38678
Word:microsoft cos:0.19471
Word:chornovil cos:-0.31678
Word:dyall cos:-0.02876
Word:benedykt cos:-0.33738
Word:nibelung cos:-0.00121
Word:lowest-rated cos:-0.17192
Word:massada cos:-0.43345
Word:rna-seq cos:-0.56317
Word:gil-galad cos:0.01612
Word:moonlight cos:0.07217
Word:chasms cos:-0.23759
Word:dendrosenecio cos:-0.24875
Word:fundulus cos:-0.26428
Word:boes cos:-0.42971
Word:5-32 cos:-0.22577
Word:54.74 cos:-0.42177
Word:necklace cos:0.26994
Word:upto cos:-0.22198
Word:dagano cos:-0.48927
Word:berrill cos:-0.47458
Word:appeals cos:0.36121
Word:mekhi cos:-0.02687
Word:dhu cos:-0.14226
Word:campagnaro cos:-0.05973
Word:singalong cos:-0.05887
Word:jaanus cos:-0.49488
Word:data cos:0.05001
Word:bonneville cos:0.07129
Word:centerbridge cos:-0.20257
Word:2,866 cos:-0.41892
Word:herculez cos:-0.41317
Word:clunking cos:-0.12638
Word:twitching cos:-0.11628
Word:postulation cos:-0.16280
Word:havisham cos:-0.00928
Word:61.78 cos:-0.39517
Word:berkut cos:-0.26312
Word:annabel cos:0.13108
Word:pedicure cos:-0.31607
Word:frump cos:-0.05731
Word:svante cos:-0.19196
Word:matmour cos:-0.15554
Word:rbm cos:-0.22590
Word:rig cos:0.00421
Word:zhengcai cos:-0.11111
Word:cybercasts cos:-0.40162
Word:triquint cos:-0.28823
Word:bracelets cos:0.12355
Word:rimmed cos:-0.08746
Word:shahrul cos:-0.18916
Word:maius cos:-0.31471
Word:week-long cos:-0.06810
Word:little-known cos:-0.05772
Word:satanic cos:0.33010
Word:grandparents cos:0.43952
Word:loa cos:-0.11074
Word:faithlessness cos:-0.23314
Word:speeds cos:0.02093
Word:candelabrum cos:-0.21501
Word:restore cos:0.41100
Word:athen cos:-0.19237
Word:melges cos:-0.10181
Word:uruguyan cos:-0.26912
Word:alpe cos:-0.07356
Word:epik cos:-0.34271
Word:student-athletes cos:-0.22600
Word:gerassimos cos:-0.09487
Word:alambo cos:-0.36203
Word:bloodsucker cos:-0.23748
Word:titon cos:-0.51184
Word:cnut cos:0.44048
Word:swallowed cos:0.12515
Word:52-38 cos:-0.40523
Word:existing cos:0.23979
Word:syarif cos:-0.04931
Word:showier cos:-0.17497
Word:cbi cos:-0.06684
Word:trachyte cos:-0.25736
Word:padmarajan cos:-0.20194
Word:artery cos:-0.04180
Word:mistreats cos:-0.14226
Word:penniman cos:-0.17324
Word:frepaso cos:-0.36260
Word:triggerfish cos:-0.21320
Word:scores cos:0.15802
Word:abandoned cos:0.39466
Word:competition cos:0.25972
Word:shermarke cos:0.01168
Word:4,233 cos:-0.38866
Word:lutetian cos:-0.03246
Word:claspers cos:-0.31490
Word:kaviedes cos:-0.21734
Word:megahits cos:-0.24190
Word:weaponless cos:-0.41274
Word:entering cos:0.23467
Word:businesses cos:0.12369
Word:counterparties cos:-0.16397
Word:clunkiness cos:-0.36418
Word:waruch cos:-0.35389
Word:kalakan cos:-0.36717
Word:gelee cos:-0.38947
Word:8-for-13 cos:-0.34946
Word:quiver cos:-0.10433
Word:chevenement cos:-0.15860
Word:dewdrop cos:-0.10183
Word:vahan cos:-0.07710
Word:nipple cos:-0.02069
Word:euro213 cos:-0.16833
Word:over cos:0.46271
Word:cellos cos:-0.15149
Word:baconsky cos:-0.25782
Word:nip cos:0.00188
Word:fengshen cos:-0.04801
Word:deflowering cos:-0.29501
Word:gorgosaurus cos:-0.30913
Word:vijender cos:0.11155
Word:druckenmiller cos:-0.17016
Word:bja cos:-0.21959
Word:lunge cos:-0.17702
Word:overwrought cos:-0.07911
Word:lovechild cos:-0.24299
Word:vassily cos:-0.31440
Word:fag cos:-0.06578
Word:strings cos:0.18335
Word:32.9 cos:-0.18645
Word:kushnick cos:-0.16095
Word:bp cos:0.07071
Word:satiny cos:-0.28231
Word:180kg cos:-0.34490
Word:bertozzi cos:-0.36097
Word:poniente cos:-0.45044
Word:dissidents cos:0.19796
Word:semimajor cos:0.01054
Word:d30 cos:-0.35223
Word:users cos:0.18823
Word:ramaphosa cos:-0.00497
Word:sdf-1 cos:-0.11103
Word:mirikitani cos:-0.37849
Word:emotionalism cos:-0.26645
Word:path cos:0.21957
Word:3-for-16 cos:-0.34914
Word:blubber cos:-0.17807
Word:urby cos:-0.31327
Word:hitimana cos:-0.22981
Word:storybook cos:0.11618
Word:or cos:0.44562
Word:shiniest cos:-0.22429
Word:kloza cos:0.04003
Word:sieglinde cos:-0.05976
Word:ebb cos:-0.00452
Word:continued cos:0.46830
Word:abscam cos:-0.04635
Word:dildos cos:-0.35244
Word:periodico cos:-0.22645
Word:blabbing cos:-0.35956
Word:rme cos:-0.16920
Word:creamy cos:-0.03518
Word:rhombicosidodecahedron cos:-0.11646
Word:slicing cos:-0.20090
Word:mentmore cos:-0.12208
Word:kosir cos:-0.14333
Word:flapping cos:-0.02257
Word:psittacosaurus cos:-0.22616
Word:jizo cos:-0.23193
Word:melancholia cos:-0.03601
Word:scrotum cos:-0.01633
Word:tsheri cos:-0.29019
Word:slowly cos:0.19358
Word:clingmans cos:-0.19836
Word:vatia cos:-0.32173
Word:tetiana cos:-0.43295
Word:doroshenko cos:-0.27895
Word:globe.com cos:0.16643
Word:penella cos:-0.25952
Word:quirkiness cos:-0.08622
Word:suleymanov cos:-0.22083
Word:1937-1938 cos:-0.30999
Word:rooneys cos:-0.23924
Word:continues cos:0.38477
Word:meistersinger cos:-0.07021
Word:massanutten cos:-0.19292
Word:bhairava cos:-0.01759
Word:koranic cos:0.07142
Word:mcroy cos:-0.35617
Word:scheide cos:-0.22090
Word:truffle cos:-0.09999
Word:electrolux cos:0.08775
Word:muktananda cos:-0.09496
Word:megalomania cos:-0.13415
Word:kashmere cos:0.01315
Word:balk cos:-0.06008
Word:djoser cos:0.30335
Word:athos cos:0.16297
Word:gikuyu cos:-0.27101
Word:lirae cos:-0.48358
Word:babyz cos:-0.39011
Word:1.031 cos:-0.40356
Word:restored cos:0.49512
Word:newquist cos:-0.20916
Word:inconstancy cos:-0.29186
Word:barbakow cos:-0.06795
Word:paused cos:0.09123
Word:nipalensis cos:-0.31656
Word:nipples cos:-0.15321
Word:aureum cos:-0.09545
Word:poppaea cos:0.09124
Word:mistero cos:-0.24614
Word:google cos:0.15374
Word:wobble cos:-0.02018
Word:helgo cos:-0.14914
Word:jttf cos:-0.30593
Word:estrangement cos:0.17304
Word:allows cos:0.27899
Word:hallyu cos:-0.19214
Word:rawer cos:-0.26632
Word:billed cos:0.28382
Word:subdivide cos:-0.15203
Word:kepel cos:-0.36335
Word:9-for-14 cos:-0.48446
Word:frill cos:-0.18472
Word:power cos:0.51150
Word:consuelos cos:-0.10036
Word:danijel cos:-0.24442
Word:vilimoni cos:-0.14283
Word:pienaar cos:0.04588
Word:pylas cos:-0.12775
Word:begin cos:0.30522
Word:splendour cos:0.15390
Word:stop cos:0.36486
Word:110-yard cos:-0.46874
Word:molten cos:-0.05347
Word:thus cos:0.47439
Word:ensler cos:-0.01159
Word:schaerer cos:-0.15561
Word:aceves cos:-0.28447
Word:veining cos:-0.25250
Word:low-brow cos:-0.20989
Word:bedstead cos:-0.17717
Word:clasping cos:-0.03373
Word:elisha cos:0.21947
Word:squirtle cos:-0.29016
Word:sumrall cos:-0.30021
Word:verities cos:-0.09635
Word:16-man cos:-0.14646
Word:djedefre cos:-0.11633
Word:wrapped cos:0.22030
Word:brashness cos:-0.13811
Word:duffle cos:-0.10841
Word:9-for-18 cos:-0.54130
Word:mrs cos:0.36640
Word:mammoet cos:-0.28901
Word:alcuin cos:0.08968
Word:rail cos:0.18452
Word:ælfgifu cos:0.05876
Word:walpola cos:-0.31591
Word:klingberg cos:-0.01451
Word:extend cos:0.34742
Word:sirop cos:-0.35123
Word:hallelujahs cos:-0.32291
Word:bourequat cos:-0.18927
Word:bequested cos:-0.16380
Word:expedition cos:0.26518
Word:quirke cos:-0.20449
Word:normal cos:0.24408
Word:monterrubio cos:-0.07599
Word:itm cos:-0.11409
Word:oscillate cos:-0.10702
Word:grabovica cos:-0.30270
Word:acls cos:-0.08929
Word:bilgrami cos:-0.11735
Word:kozol cos:-0.14757
Word:chunming cos:-0.25983
Word:sledgehammer cos:0.03645
Word:thousands cos:0.36436
Word:tigresses cos:-0.32748
Word:iliev cos:-0.09093
Word:hyperemesis cos:-0.45369
Word:cb2 cos:-0.24496
Word:forcing cos:0.33072
Word:15.300 cos:-0.57267
Word:retrain cos:-0.19684
Word:course cos:0.31577
Word:oken cos:-0.19487
Word:korir cos:0.09238
Word:penises cos:-0.17237
Word:uteruses cos:-0.28140
Word:muhr cos:-0.15525
Word:umrah cos:0.22980
Word:kosta cos:-0.39445
Word:superstrong cos:-0.28565
Word:leganza cos:-0.33967
Word:waist cos:0.06098
Word:pni.com cos:-0.03313
Word:jernigan cos:-0.30427
Word:kutub cos:-0.36091
Word:culms cos:-0.24542
Word:shriek cos:-0.09420
Word:havanas cos:-0.32659
Word:danciulescu cos:-0.23144
Word:routed cos:0.17721
Word:kinski cos:-0.14643
Word:turned cos:0.48649
Word:sixth-grade cos:-0.40533
Word:zurück cos:-0.24265
Word:gholamali cos:-0.40931
Word:handprints cos:-0.15789
Word:podlaskie cos:-0.11944
Word:bridgett cos:-0.31323
Word:whoosh cos:-0.02300
Word:signals cos:0.18752
Word:brooches cos:0.05231
Word:elevates cos:-0.11268
Word:nyamuragira cos:-0.36897
Word:fruska cos:-0.28207
Word:chajet cos:-0.09166
Word:shant cos:-0.16290
Word:mantling cos:-0.23626
Word:dredging cos:-0.10190
Word:agom cos:-0.36960
Word:stanculescu cos:-0.18724
Word:veronica cos:0.06167
Word:ascendance cos:-0.05673
Word:beeton cos:0.10305
Word:myllykoski cos:-0.32920
Word:rahxephon cos:-0.38251
Word:riskiness cos:-0.21309
Word:kzinti cos:-0.17233
Word:69.0 cos:-0.27705
Word:berardelli cos:-0.36511
Word:emi cos:0.21455
Word:wall cos:0.27227
Word:takehiro cos:-0.25645
Word:peggle cos:-0.30491
Word:stylishness cos:-0.17635
Word:2277 cos:-0.27551
Word:chandelier cos:0.11232
Word:beholder cos:-0.02574
Word:76.57 cos:-0.36198
Word:semi-finished cos:-0.39983
Word:orthologic cos:-0.17117
Word:83-59 cos:-0.45785
Word:ghastliness cos:-0.35113
Word:senescent cos:-0.16892
Word:frogging cos:-0.11237
Word:weepy cos:-0.04405
Word:gopurams cos:-0.23896
Word:sugarplums cos:-0.30520
Word:victual cos:-0.16414
Word:zoolander cos:-0.18723
Word:homeboys cos:-0.19007
Word:llamosa cos:0.07177
Word:riccati cos:-0.20952
Word:again cos:0.55537
Word:allowed cos:0.44139
Word:amplified cos:0.03914
Word:glasses cos:0.16167
Word:landline cos:0.06471
Word:grantha cos:0.00617
Word:bosom cos:0.14800
Word:zasu cos:-0.21935
Word:78-million cos:-0.29081
Word:1kg cos:-0.24537
Word:staying cos:0.31839
Word:agganis cos:-0.03169
Word:1997-2006 cos:-0.12473
Word:sokolovsky cos:-0.18686
Word:hollywood-style cos:-0.38057
Word:brisas cos:-0.16078
Word:while cos:0.47558
Word:roadway cos:-0.07737
Word:cornfields cos:-0.22845
Word:yukon cos:0.06657
Word:tilopa cos:-0.31075
Word:douglas-home cos:0.29232
Word:ilian cos:-0.25641
Word:pyramids cos:0.13225
Word:archways cos:-0.17000
Word:moretz cos:-0.02292
Word:flyer cos:0.04004
Word:dipper cos:-0.06907
Word:berardinelli cos:0.00927
Word:simplifying cos:-0.19372
Word:diotima cos:-0.29589
Word:kinistino cos:-0.33956
Word:widow cos:0.60186
Word:thomsons cos:-0.41378
Word:était cos:-0.04222
Word:effrontery cos:-0.33965
Word:coriolanus cos:0.05313
Word:kassner cos:-0.16658
Word:mumias cos:-0.20505
Word:azeredo cos:-0.40458
Word:able cos:0.44898
Word:posting cos:0.06475
Word:carlock cos:-0.27546
Word:impressed cos:0.33172
Word:janacek cos:-0.14693
Word:brook cos:0.07844
Word:naficy cos:-0.13363
Word:calla cos:-0.14918
Word:throaty cos:0.02165
Word:antares cos:-0.23478
Word:moved cos:0.45995
Word:eastward cos:0.08008
Word:24-mile cos:-0.11209
Word:backstabbers cos:-0.25573
Word:2005-2012 cos:-0.32348
Word:squirt cos:-0.10307
Word:kdv cos:-0.23142
Word:grate cos:-0.25505
Word:continue cos:0.36638
Word:accessible cos:0.09385
Word:lavas cos:0.03189
Word:disturbia cos:-0.17238
Word:screeched cos:-0.23389
Word:glass cos:0.25327
Word:maaleh cos:-0.04171
Word:geoana cos:-0.19475
Word:ranario cos:-0.19679
Word:miss cos:0.43484
Word:1/8th cos:-0.19452
Word:glazkov cos:-0.28993
Word:tinka cos:-0.15924
Word:randomised cos:-0.15183
Word:sonea cos:-0.24882
Word:gharavi cos:-0.07437
Word:rybachuk cos:-0.35728
Word:telia cos:0.09091
Word:inspecteur cos:-0.31279
Word:zabara cos:-0.25763
Word:icwa cos:-0.04812
Word:taymyr cos:-0.10041
Word:nagamootoo cos:0.08474
Word:brugmansia cos:-0.29781
Word:majewski cos:-0.13951
Word:emling cos:0.07742
Word:dubee cos:-0.20626
Word:highball cos:-0.22896
Word:treks cos:-0.11423
Word:uneventfully cos:-0.16978
Word:wobbles cos:-0.15864
Word:semtech cos:-0.27653
Word:long cos:0.45603
Word:cascarones cos:-0.33930
Word:on cos:0.49681
Word:shokhin cos:0.02754
Word:ponytails cos:-0.32257
Word:kambakhsh cos:-0.17243
Word:1955-1959 cos:-0.16038
Word:postsynaptic cos:-0.07480
Word:rossiter cos:0.01027
Word:silences cos:-0.07485
Word:whiggish cos:-0.39090
Word:rhubarb cos:0.02677
Word:micajah cos:-0.27537
Word:barnea cos:-0.15582
Word:masses cos:0.27283
Word:subaerial cos:-0.30482
Word:ituarte cos:-0.30088
Word:undercoat cos:-0.34896
Word:obsequiousness cos:-0.34476
Word:globulus cos:-0.16346
Word:omelet cos:-0.11685
Word:ivanchuk cos:-0.19589
Word:abelia cos:-0.45801
Word:retractions cos:-0.12442
Word:landlines cos:-0.00756
Word:system cos:0.30479
Word:hollywoodland cos:-0.31203
Word:bobsleds cos:-0.27062
Word:seido cos:-0.41207
Word:berenice cos:0.23589
Word:ramadasu cos:-0.29231
Word:rambos cos:-0.44276
Word:bubbly cos:-0.05806
Word:36-39 cos:-0.49837
Word:1,833 cos:-0.45740
Word:laid cos:0.37117
Word:devasahayam cos:-0.22800
Word:moves cos:0.31437
Word:atomically cos:-0.40838
Word:brignol cos:-0.20776
Word:neógain cos:0.06794
Word:taut cos:-0.15170
Word:extending cos:0.19115
Word:lewisohn cos:0.09528
Word:igli cos:-0.36347
Word:croon cos:0.02308
Word:bergfors cos:-0.35304
Word:dhikr cos:0.03524
Word:bombast cos:-0.09148
Word:churchwardens cos:-0.03269
Word:skytte cos:-0.15684
Word:vrankovic cos:-0.34170
Word:niftier cos:-0.33683
Word:interglacial cos:0.00440
Word:ribald cos:-0.01584
Word:brāhmī cos:-0.03194
Word:84.82 cos:-0.39929
Word:blackbirds cos:-0.16837
Word:candlewood cos:-0.05507
Word:ishta cos:-0.20049
Word:trigo cos:-0.34061
Word:gibbous cos:-0.15184
Word:9-by-13-inch cos:-0.25240
Word:regenhard cos:-0.11929
Word:temir cos:-0.33605
Word:6n cos:-0.26518
Word:rossetti cos:0.01867
Word:ch-47d cos:-0.19392
Word:silmi cos:-0.31064
Word:druaga cos:-0.08708
Word:nikolsburg cos:-0.23898
Word:chins cos:-0.20421
Word:foreheads cos:-0.13536
Word:copies cos:0.28580
Word:cchr cos:-0.23036
Word:azania cos:-0.10215
Word:xiaoyan cos:-0.17475
Word:popped cos:0.11365
Word:mimicked cos:-0.16323
Word:046 cos:-0.44225
Word:briefly cos:0.44434
Word:maintained cos:0.32504
Word:cheltenham cos:0.14804
Word:4-fold cos:-0.39685
Word:jerks cos:-0.16604
Word:keeps cos:0.26088
Word:digestible cos:-0.26073
Word:hiltz cos:-0.33233
Word:camouflages cos:-0.32067
Word:edgecumbe cos:-0.26843
Word:kept cos:0.41424
Word:12-term cos:-0.31420
Word:conidiophores cos:-0.43586
Word:samhain cos:0.11984
Word:awm cos:-0.28927
Word:1.474 cos:-0.29833
Word:claudiu cos:-0.35500
Word:govinda cos:0.28138
Word:snatched cos:0.12963
Word:miscanthus cos:-0.16670
Word:90,800 cos:-0.33406
Word:rsst3 cos:-0.35392
Word:mykland cos:-0.24737
Word:washer cos:0.01120
Word:2.705 cos:-0.40261
Word:adumim cos:-0.06534
Word:solomon cos:0.52769
Word:bloodcurdling cos:-0.11690
Word:jscript cos:-0.33500
Word:sundae cos:-0.13762
Word:aichele cos:-0.42705
Word:noncommutative cos:-0.10260
Word:dodgeball cos:-0.24192
Word:31-million cos:-0.31373
Word:accel cos:-0.19068
Word:margaritis cos:-0.20077
Word:tourament cos:-0.36453
Word:severer cos:-0.28709
Word:monod cos:-0.21422
Word:bowron cos:-0.29524
Word:kleine cos:-0.27604
Word:xidi cos:-0.16536
Word:travelsmith cos:-0.35758
Word:pharyngeal cos:0.09870
Word:refills cos:-0.19074
Word:avett cos:-0.00720
Word:chunk cos:0.05665
Word:2,453 cos:-0.44691
Word:brothy cos:-0.37966
Word:kosheib cos:-0.00474
Word:grandiosity cos:-0.17417
Word:140s cos:-0.31208
Word:oner cos:-0.24107
Word:gyurta cos:-0.14094
Word:ringwald cos:-0.03805
Word:instillation cos:-0.25513
Word:oilsands cos:-0.36553
Word:maiti cos:-0.21253
Word:enthalpy cos:-0.15591
Word:funner cos:-0.25799
Word:artel cos:-0.38874
Word:skews cos:-0.39024
Word:nonreactive cos:-0.13938
Word:ronaldo cos:0.17297
Word:netwatch cos:-0.19047
Word:rcbc cos:-0.38051
Word:harrold cos:-0.15869
Word:263.3 cos:-0.33806
Word:subscribers cos:0.18785
Word:krasnoroutskaya cos:0.01204
Word:isabella cos:0.49974
Word:foot cos:0.27333
Word:20,000-30 cos:-0.17792
Word:3,947 cos:-0.47351
Word:oceanus cos:0.09984
Word:vardanyan cos:-0.26088
Word:ciliated cos:-0.30521
Word:tropicbirds cos:-0.42319
Word:5,566 cos:-0.42853
Word:kneib cos:-0.40090
Word:australopithecines cos:-0.07063
Word:gencarslan cos:-0.40458
Word:giganotosaurus cos:-0.26720
Word:corvina cos:-0.37084
Word:muthuraman cos:-0.27580
Word:tyre cos:0.20095
Word:tashlin cos:-0.20169
Word:symonenko cos:-0.09796
Word:dingane cos:0.25057
Word:oetomo cos:-0.53174
Word:cherryh cos:-0.13607
Word:hauck cos:-0.11004
Word:bettmann cos:0.00691
Word:mixta cos:-0.30115
Word:naimova cos:-0.37525
Word:trewin cos:-0.45980
Word:veridian cos:-0.20906
Word:theyyam cos:-0.10688
Word:yadlin cos:0.13755
Word:mohagher cos:-0.08200
Word:gebresilasie cos:0.05256
Word:processes cos:-0.05220
Word:trauner cos:-0.37425
Word:unchained cos:-0.03228
Word:bake cos:-0.07393
Word:cetus cos:-0.06618
Word:thrillingly cos:-0.16018
Word:proceed cos:0.21045
Word:sattui cos:-0.16274
Word:berners-lee cos:-0.12644
Word:newth cos:-0.17988
Word:sparkling cos:0.04570
Word:mijares cos:-0.14482
Word:unreason cos:-0.17085
Word:raciness cos:-0.46073
Word:antineoplastons cos:-0.33121
Word:colander cos:-0.18584
Word:emptying cos:-0.08284
Word:hindmost cos:-0.02375
Word:uk cos:0.31088
Word:grappler cos:-0.20321
Word:thrusting cos:-0.03443
Word:applications cos:0.08193
Word:veepstakes cos:-0.26863
Word:escalators cos:-0.22204
Word:dubailand cos:-0.10454
Word:application cos:0.22726
Word:chersonesus cos:-0.37929
Word:munchkins cos:0.00281
Word:weeper cos:-0.27119
Word:lamia cos:-0.02436
Word:patinkin cos:-0.22940
Word:interpreters cos:0.06558
Word:osbournes cos:-0.14343
Word:mid-1992 cos:-0.27223
Word:casserole cos:0.00160
Word:gash cos:0.02946
Word:aronofsky cos:0.05701
Word:pyramidal cos:-0.06143
Word:rinse cos:-0.02054
Word:telegraaf cos:-0.10069
Word:mousse cos:-0.04177
Word:cesarean cos:-0.06403
Word:clefts cos:-0.36251
Word:garpenlov cos:-0.07295
Word:daggett cos:-0.31660
Word:589,000 cos:-0.45570
Word:nightingales cos:-0.17575
Word:pornographers cos:-0.18172
Word:rune cos:0.15267
Word:-01 cos:0.04800
Word:stoicism cos:0.05795
Word:10-gallon cos:-0.11414
Word:muramoto cos:-0.15851
Word:pneumococcus cos:-0.16088
Word:inienger cos:-0.00780
Word:rhythmically cos:-0.14615
Word:edtv cos:-0.23676
Word:euparkeria cos:-0.26005
Word:hellmesberger cos:-0.10297
Word:fecal-oral cos:-0.28104
Word:ak-sar-ben cos:-0.09277
Word:valvasor cos:0.01354
Word:realness cos:-0.24191
Word:alexy cos:0.28090
Word:amorphophallus cos:-0.23332
Word:1928-1930 cos:-0.37475
Word:flaccid cos:-0.17063
Word:baloha cos:-0.34275
Word:superficiality cos:-0.20043
Word:einstellung cos:-0.31115
Word:daukoru cos:0.08101
Word:novaković cos:-0.33475
Word:muffin cos:0.01820
Word:euroregion cos:-0.15278
Word:zappacosta cos:-0.40834
Word:hachiman-gū cos:-0.31607
Word:mcca cos:0.10287
Word:platter cos:0.02484
Word:pilip cos:-0.29709
Word:walken cos:0.07855
Word:224.9 cos:-0.40611
Word:lct cos:-0.21021
Word:whisperings cos:-0.22923
Word:jeckel cos:-0.02735
Word:lysimachus cos:0.29904
Word:rhombic cos:-0.06781
Word:basolateral cos:-0.19118
Word:ss9 cos:-0.43300
Word:jangling cos:-0.05403
Word:gizel cos:-0.28594
Word:becky cos:-0.11008
Word:6,000-mile cos:-0.16109
Word:uralvagonzavod cos:-0.46972
Word:lignite cos:-0.06820
Word:pataky cos:-0.43086
Word:sticks cos:0.07801
Word:littorina cos:-0.08655
Word:yablans cos:-0.29700
Word:ageing cos:0.03968
Word:reprieves cos:0.11859
Word:tannhauser cos:-0.14409
Word:parnassius cos:-0.06331
Word:ramco cos:-0.18740
Word:jafri cos:-0.09593
Word:eor cos:-0.31078
Word:half-sister cos:0.38255
Word:glennis cos:-0.09498
Word:malhi cos:-0.07847
Word:intercontinentalexchange cos:-0.20351
Word:crafting cos:-0.12598
Word:growl cos:-0.00353
Word:newlywed cos:0.01735
Word:flatboats cos:-0.29811
Word:elephas cos:0.08462
Word:æthelred cos:0.50468
Word:cheops cos:0.24159
Word:macdougalls cos:-0.36399
Word:menegazzo cos:-0.27396
Word:encrusted cos:0.03126
Word:langoliers cos:-0.03778
Word:kirihara cos:-0.14864
Word:chunli cos:0.02620
Word:upsizing cos:-0.26168
Word:santokh cos:-0.19921
Word:bofors cos:0.02143
Word:perversions cos:-0.24544
Word:burgsmuller cos:-0.11623
Word:silurian cos:0.13246
Word:emulsion cos:-0.29572
Word:kartman cos:0.14229
Word:piggies cos:-0.28215
Word:whimper cos:-0.12625
Word:mimicking cos:-0.05654
Word:diadems cos:-0.28472
Word:virtually cos:0.25140
Word:lucelia cos:-0.33917
Word:cruising cos:0.03100
Word:empties cos:0.06588
Word:ex-girlfriends cos:-0.05065
Word:strage cos:-0.20944
Word:τῆς cos:-0.41019
Word:qassimi cos:-0.03380
Word:self-professed cos:-0.28333
Word:niggles cos:-0.22538
Word:licra cos:-0.23924
Word:rolinek cos:-0.39001
Word:supplementation cos:-0.08150
Word:geep cos:-0.46463
Word:90.42 cos:-0.36978
Word:gadfly cos:-0.23398
Word:obry cos:-0.26326
Word:kintz cos:-0.39968
Word:brushoff cos:-0.29165
Word:mid-2003 cos:-0.17656
Word:estat cos:-0.29046
Word:microcanonical cos:-0.33142
Word:donà cos:-0.32315
Word:tenuously cos:-0.14916
Word:voortrekkers cos:-0.13648
Word:1996-1998 cos:-0.21271
Word:bošnjak cos:-0.34169
Word:hermina cos:-0.26789
Word:mn2 cos:-0.24307
Word:awake cos:-0.00400
Word:cuniculus cos:-0.16747
Word:sakwiba cos:-0.49295
Word:chénier cos:-0.10638
Word:mentee cos:-0.11089
Word:keion cos:-0.32786
Word:ruki cos:-0.25893
Word:ivanković cos:-0.46368
Word:behlendorf cos:-0.37459
Word:nawat cos:-0.41696
Word:knobbed cos:-0.33044
Word:soa cos:-0.22687
Word:burnum cos:-0.43225
Word:pastinha cos:-0.24430
Word:speculation cos:0.30593
