Word:awakens cos:0.31939
Word:deelgemeente cos:-0.09757
Word:recorders cos:0.16844
Word:ireland cos:0.18001
Word:lb.-ft cos:-0.01129
Word:lochs cos:-0.03291
Word:ilyas cos:-0.16751
Word:cgpa cos:-0.27549
Word:tretiak cos:-0.22873
Word:cruz cos:0.19385
Word:c cos:0.18531
Word:filers cos:0.01521
Word:netting cos:0.19079
Word:yielding cos:-0.04644
Word:sidewheel cos:0.06413
Word:miloš cos:-0.11434
Word:assemani cos:-0.22719
Word:unaffiliated cos:-0.02356
Word:bamber cos:-0.25415
Word:mull cos:-0.11364
Word:siew cos:-0.00375
Word:crapsey cos:-0.08500
Word:rattles cos:0.20614
Word:camões cos:-0.17608
Word:brooded cos:-0.05383
Word:renovación cos:-0.22581
Word:race-car cos:-0.08848
Word:appelfeld cos:-0.41382
Word:uecker cos:-0.07190
Word:1973-90 cos:-0.16550
Word:48-mile cos:-0.14488
Word:quarreled cos:-0.16961
Word:gardaí cos:-0.13421
Word:tarsal cos:0.04281
Word:unbroken cos:0.04257
Word:2.4-liter cos:0.00474
Word:telescoping cos:0.08351
Word:surcharges cos:-0.04937
Word:cavendish cos:0.26275
Word:thirteen-episode cos:-0.03057
Word:mutterings cos:0.00531
Word:earps cos:-0.21130
Word:denard cos:-0.11899
Word:luongo cos:-0.00560
Word:flowed cos:0.05713
Word:value-based cos:-0.31190
Word:roi cos:0.13214
Word:chapado cos:-0.06744
Word:chunky cos:0.40513
Word:oenologists cos:-0.33257
Word:chanteys cos:-0.01042
Word:deficits cos:-0.01115
Word:laurel cos:0.21500
Word:then-state cos:-0.30405
Word:wattlebird cos:0.13093
Word:eugène cos:-0.11316
Word:halve cos:-0.00890
Word:3-woods cos:0.00925
Word:steur cos:-0.28316
Word:vagan cos:-0.01578
Word:peñalosa cos:-0.26414
Word:shengxian cos:-0.14442
Word:compendium cos:0.23557
Word:microprose cos:-0.05213
Word:seppi cos:-0.00516
Word:1-pound cos:0.18606
Word:shrievalty cos:-0.31358
Word:maninder cos:-0.05377
Word:u2019t cos:0.14024
Word:pre-sold cos:-0.30711
Word:erlewine cos:0.05715
Word:standard-issue cos:-0.01450
Word:diphthongs cos:0.06231
Word:ubaidullah cos:-0.01665
Word:gearshift cos:0.11912
Word:ratio cos:0.11666
Word:unarmoured cos:-0.07726
Word:tschammer cos:-0.20859
Word:wilcock cos:-0.31026
Word:fb-111a cos:-0.39604
Word:nepenthaceae cos:-0.09646
Word:remitting cos:0.09122
Word:highest-ranked cos:-0.05426
Word:ahdut cos:-0.32351
Word:kissingen cos:0.11902
Word:wiglaf cos:-0.05119
Word:chelny cos:-0.27045
Word:alkoxides cos:-0.18524
Word:monsky cos:-0.47549
Word:thyroxine cos:-0.11890
Word:conduite cos:-0.24173
Word:saikyō cos:-0.10411
Word:taniuchi cos:-0.53411
Word:lydian cos:0.03627
Word:der cos:0.15030
Word:cowley cos:-0.04117
Word:5-centimeter cos:-0.05568
Word:value cos:0.19174
Word:far-left cos:0.02207
Word:unleaded cos:-0.01257
Word:650-kilometre cos:-0.17121
Word:juventude cos:-0.07163
Word:setters cos:0.09558
Word:mazzoleni cos:-0.09221
Word:trim cos:0.19163
Word:genoud cos:-0.30764
Word:pp cos:-0.16758
Word:headlock cos:0.11430
Word:hovell cos:-0.20571
Word:krieg cos:-0.10562
Word:armagh cos:-0.05333
Word:ninn cos:-0.33117
Word:molyneaux cos:-0.32749
Word:agenzia cos:-0.15705
Word:huludao cos:-0.14396
Word:shakuntala cos:-0.02393
Word:amram cos:-0.33364
Word:readjuster cos:-0.06397
Word:theorie cos:0.04515
Word:cowgill cos:-0.38883
Word:kratos cos:0.12075
Word:tzatziki cos:-0.05505
Word:mandak cos:-0.31791
Word:udrp cos:-0.05078
Word:agri-business cos:-0.30892
Word:darva cos:-0.02449
Word:cordwood cos:-0.03712
Word:investement cos:-0.33472
Word:auricles cos:-0.26277
Word:cross-bedded cos:-0.16693
Word:dermatopathology cos:-0.28469
Word:aburish cos:-0.08677
Word:dixson cos:-0.10696
Word:gaizka cos:-0.14353
Word:subretinal cos:-0.16403
Word:fistfights cos:-0.11115
Word:burano cos:-0.06719
Word:crinoline cos:-0.06557
Word:surmount cos:-0.20707
Word:decordova cos:-0.12632
Word:baseboards cos:-0.15128
Word:mayersohn cos:-0.26027
Word:rača cos:-0.36522
Word:playland cos:0.24554
Word:fibt cos:-0.15668
Word:uf cos:-0.09755
Word:plazuela cos:-0.24223
Word:sieves cos:-0.06981
Word:contadina cos:-0.02116
Word:breeden cos:-0.22769
Word:zirve cos:-0.17658
Word:campisi cos:-0.15086
Word:0525 cos:-0.01803
Word:garsington cos:-0.16169
Word:pausa cos:-0.17097
Word:soa cos:-0.02701
Word:asbjørnsen cos:-0.02658
Word:maclaurin cos:-0.08857
Word:strictures cos:-0.09865
Word:jps cos:0.12624
Word:oxalate cos:-0.08190
Word:merry-go-round cos:0.05048
Word:steblin cos:-0.39118
Word:massmutual cos:-0.25083
Word:rigi cos:-0.12169
Word:black-throated cos:0.15664
Word:4140 cos:-0.27984
Word:maddens cos:-0.17896
Word:glenoaks cos:-0.37270
Word:divx cos:-0.08333
Word:sibamac cos:-0.29109
Word:zannex cos:-0.20915
Word:herbfarm cos:-0.16436
Word:mailbox cos:0.19973
Word:updater cos:-0.16428
Word:romuald cos:0.27528
Word:nbaa cos:-0.20861
Word:extruded cos:0.04774
Word:harco cos:-0.41382
Word:geumjeong cos:-0.31661
Word:ayanbadejo cos:-0.06487
Word:sweety cos:0.01686
Word:wolfeboro cos:-0.15890
Word:microsd cos:-0.09670
Word:goalby cos:-0.18741
Word:seehof cos:-0.24340
Word:falana cos:-0.19178
Word:defrank cos:-0.18098
Word:hebdomadaire cos:0.05785
Word:woodcarving cos:-0.10962
Word:flouncing cos:-0.12361
Word:lewitzky cos:0.09159
Word:leavey cos:-0.10357
Word:esoterica cos:-0.10567
Word:vetheuil cos:-0.14990
Word:adapt cos:0.23877
Word:stepfamily cos:0.00183
Word:blogher cos:-0.39678
Word:nkgb cos:-0.41233
Word:mahou cos:-0.10717
Word:negapatam cos:-0.29530
Word:moneychangers cos:-0.01210
Word:deoli cos:-0.25710
Word:hsc cos:0.10129
Word:palaeoanthropology cos:-0.29024
Word:markow cos:0.05392
Word:35,800 cos:-0.28453
Word:mayombe cos:-0.15808
Word:pepé cos:0.11207
Word:pinstech cos:-0.19974
Word:b93 cos:-0.18910
Word:gosselies cos:-0.27876
Word:fluidized cos:0.15922
Word:teletón cos:-0.12667
Word:cutaway cos:0.11554
Word:scsc cos:-0.45972
Word:leoben cos:-0.16620
Word:niobate cos:-0.04563
Word:bocking cos:-0.30944
Word:jacarezinho cos:-0.26404
Word:wainscot cos:0.06811
Word:hilmarsson cos:-0.34308
Word:hardiman cos:-0.27844
Word:franco-british cos:-0.30346
Word:channelnewsasia cos:-0.01053
Word:700b cos:-0.24379
Word:exulting cos:-0.30996
Word:accomplis cos:-0.32219
Word:creak cos:-0.01489
Word:juried cos:-0.05035
Word:johannesberg cos:-0.22830
Word:schwarzschild cos:-0.17111
Word:shadia cos:-0.20800
Word:crathes cos:-0.29826
Word:least-squares cos:0.04348
Word:mythography cos:-0.34463
Word:doodling cos:0.01397
Word:1975-80 cos:-0.34082
Word:eyeglass cos:-0.00174
Word:elim cos:-0.10420
Word:tamuli cos:-0.17467
Word:chinois cos:-0.02960
Word:elgart cos:-0.37930
Word:sylphides cos:-0.19300
Word:diablada cos:0.04488
Word:supply-chain cos:-0.28852
Word:buarque cos:-0.20919
Word:fernery cos:-0.36886
Word:genon cos:-0.33698
Word:igloos cos:-0.18729
Word:thievery cos:0.04150
Word:fomca cos:-0.31150
Word:insitutions cos:-0.29792
Word:dutch-speaking cos:-0.17933
Word:senghenydd cos:-0.14793
Word:foxtrax cos:-0.01019
Word:aosdána cos:-0.19690
Word:paknam cos:-0.18947
Word:ramp cos:0.14995
Word:polystar cos:-0.21360
Word:hypoleuca cos:0.00175
Word:1965-67 cos:-0.15738
Word:dedman cos:-0.28189
Word:nickelodeons cos:-0.29196
Word:dissanayake cos:-0.10694
Word:kindergarten cos:0.18805
Word:tunlan cos:-0.22046
Word:mymusic cos:-0.11883
Word:mowt cos:-0.04655
Word:toyfare cos:-0.11311
Word:liquidations cos:-0.14213
Word:remiremont cos:-0.13684
Word:minimill cos:-0.19776
Word:septum cos:0.09433
Word:mbta cos:0.00397
Word:mid-1820s cos:-0.29333
Word:magots cos:-0.18534
Word:u.s.-german cos:-0.32170
Word:gwaltney cos:-0.14332
Word:ovingdean cos:-0.25904
Word:ladykillers cos:0.01070
Word:frederiksborg cos:-0.22504
Word:lochearnhead cos:-0.35478
Word:samcro cos:-0.10557
Word:2005-10 cos:-0.32374
Word:uyên cos:-0.13759
Word:deportees cos:-0.12366
Word:aiims cos:-0.12230
Word:wogs cos:-0.06256
Word:raceways cos:-0.13979
Word:fédérale cos:-0.18320
Word:deneuve cos:0.02363
Word:boarded cos:0.24101
Word:armentieres cos:-0.21136
Word:staatsoper cos:-0.15614
Word:punchdrunk cos:-0.02502
Word:xmrv cos:0.01884
Word:shockers cos:-0.08499
Word:103d cos:-0.13632
Word:atmakur cos:-0.14210
Word:heffelfinger cos:-0.28335
Word:thomanerchor cos:-0.31189
Word:aumont cos:-0.19011
Word:spanakopita cos:-0.05626
Word:absolve cos:-0.03350
Word:weighlifting cos:-0.23865
Word:bijoux cos:-0.41041
Word:thermidor cos:0.19232
Word:srikalahasti cos:-0.25204
Word:scr cos:-0.09864
Word:papering cos:-0.18070
Word:francella cos:-0.02241
Word:corrals cos:0.18260
Word:teat cos:0.09060
Word:westone cos:-0.12651
Word:centrum cos:0.01289
Word:sdh cos:-0.07924
Word:tothill cos:-0.40730
Word:wsf cos:0.01942
Word:brittania cos:-0.06885
Word:genethia cos:-0.17086
Word:groper cos:0.26541
Word:tudun cos:-0.14025
Word:hayyat cos:0.01972
Word:volchek cos:-0.37285
Word:eupithecia cos:0.16964
Word:musikverein cos:-0.24905
Word:kery cos:-0.23759
Word:xiluodu cos:-0.21706
Word:allometric cos:-0.36034
Word:pyron cos:-0.40040
Word:preševo cos:-0.25177
Word:morty cos:-0.02167
Word:botanica cos:-0.06903
Word:nuttiest cos:0.01478
Word:tettenhall cos:-0.05573
Word:27aou94 cos:-0.44814
Word:annina cos:-0.30110
Word:abor cos:-0.25484
Word:incorporate cos:0.14371
Word:fluffs cos:-0.05119
Word:schulze cos:-0.04559
Word:jaaf cos:-0.18140
Word:greengate cos:-0.16506
Word:bradwall cos:-0.33364
Word:woo-ping cos:-0.02188
Word:imeem cos:-0.15108
Word:tetrastyle cos:-0.26396
Word:envelopes cos:0.17386
Word:longboards cos:-0.06018
Word:egyptology cos:-0.08182
Word:shumaker cos:-0.19389
Word:crocheting cos:0.15472
Word:lobular cos:0.02000
Word:ironware cos:-0.37296
Word:140,000-dollar cos:-0.13514
Word:teenyboppers cos:-0.13866
Word:ass cos:0.56628
Word:228th cos:-0.00821
Word:sigurdardottir cos:-0.15869
Word:rocard cos:-0.17237
Word:picadilly cos:0.09180
Word:grumbach cos:-0.17739
Word:inter-tribal cos:-0.07479
Word:portable cos:0.31725
Word:katif cos:-0.12223
Word:yantar cos:-0.29871
Word:reformative cos:-0.30089
Word:wardner cos:-0.27727
Word:caissons cos:-0.08052
Word:kirklington cos:-0.43146
Word:principality cos:-0.00700
Word:punkin cos:-0.05889
Word:bustles cos:-0.10568
Word:licadho cos:-0.02228
Word:buckey cos:-0.09894
Word:koniecpolski cos:-0.24983
Word:nagahama cos:-0.22572
Word:overholt cos:-0.00302
Word:unused cos:0.12371
Word:bcbs cos:-0.21504
Word:zvečan cos:-0.42424
Word:tighthead cos:0.02355
Word:phanerozoic cos:-0.11177
Word:vibal cos:-0.32139
Word:natori cos:0.11116
Word:diaphanous cos:0.04820
Word:castalian cos:-0.09825
Word:sawdust cos:0.21804
Word:olinger cos:-0.11325
Word:ocesa cos:-0.21260
Word:threepenny cos:0.00109
Word:theodorakis cos:-0.15130
Word:jacking cos:0.08950
Word:abdelhak cos:-0.32081
Word:leth cos:0.01305
Word:1970-1975 cos:-0.32729
Word:hydrostatics cos:-0.46197
Word:mokanji cos:-0.26223
Word:matthiesen cos:-0.28482
Word:jephtha cos:-0.08941
Word:preschool cos:0.18149
Word:state-financed cos:-0.47356
Word:sischy cos:-0.31992
Word:shoestrings cos:-0.30745
Word:snuggle cos:0.12813
Word:jagadeesh cos:-0.26498
Word:adee cos:-0.43236
Word:acousmatic cos:-0.18859
Word:grise cos:-0.15784
Word:1i cos:-0.06206
Word:bourjaily cos:-0.35766
Word:stix cos:-0.09474
Word:reservationist cos:0.01369
Word:maksum cos:-0.23230
Word:partinico cos:-0.34513
Word:nohl cos:-0.21488
Word:castlemilk cos:-0.28801
Word:156th cos:-0.09756
Word:1h29 cos:-0.16914
Word:boudin cos:-0.00395
Word:6,540 cos:-0.36705
Word:dinking cos:-0.04433
Word:atchley cos:-0.22669
Word:doctorate cos:-0.02405
Word:noroton cos:-0.28544
Word:going cos:0.42815
Word:orla cos:-0.09912
Word:napkin cos:0.21874
Word:6,125 cos:-0.53138
Word:kirshbaum cos:-0.06654
Word:auctioneering cos:-0.26668
Word:31,000-strong cos:-0.26466
Word:boatbuilding cos:-0.16665
Word:xhaferi cos:-0.09200
Word:divertissement cos:0.05200
Word:ybm cos:-0.27400
Word:hcmc cos:-0.30662
Word:zinger cos:0.01515
Word:monumenta cos:-0.15990
Word:5th-class cos:-0.01913
Word:ghafoor cos:-0.04720
Word:atrociously cos:0.05783
Word:westway cos:-0.01493
Word:chenjiashan cos:-0.18196
Word:iims cos:-0.02332
Word:tamexco cos:-0.27232
Word:siting cos:-0.24178
Word:6,930 cos:-0.31456
Word:citrate cos:-0.04113
Word:h.k. cos:-0.06285
Word:arts-related cos:-0.32985
Word:1946-49 cos:-0.23672
Word:robotix cos:0.04014
Word:userspace cos:-0.17855
Word:sylphide cos:-0.05402
Word:kasumigaseki cos:-0.24098
Word:7,777 cos:-0.23329
Word:hythe cos:-0.05428
Word:dieter cos:-0.10089
Word:high-relief cos:-0.22128
Word:enmore cos:-0.14886
Word:eleusinian cos:-0.09095
Word:wonks cos:-0.04874
Word:kosslick cos:-0.03134
Word:chandrasekharan cos:-0.22150
Word:gki cos:-0.20055
Word:faggots cos:0.05759
Word:bloviating cos:-0.16460
Word:holtzman cos:-0.20659
Word:unitec cos:-0.20119
Word:ghadzali cos:-0.27436
Word:abderrahmane cos:-0.13927
Word:listach cos:0.05883
Word:eois cos:0.03837
Word:wtih cos:-0.31262
Word:koyaanisqatsi cos:0.09973
Word:41-yarder cos:-0.07040
Word:ethmia cos:0.13136
Word:neopath cos:-0.13485
Word:3,389 cos:-0.40437
Word:infinitesimals cos:-0.27071
Word:curating cos:-0.16577
Word:braiding cos:0.13538
Word:ferer cos:-0.21961
Word:footrest cos:-0.10461
Word:stomatology cos:-0.24993
Word:dihua cos:-0.18741
Word:faery cos:0.18973
Word:165th cos:-0.23353
Word:gemology cos:-0.14581
Word:unicamp cos:-0.29653
Word:emulating cos:-0.03188
Word:rene cos:-0.11410
Word:zatopek cos:0.01794
Word:radio-tv cos:-0.31808
Word:nuanthasing cos:-0.50347
Word:sentimentalist cos:0.00627
Word:non-transparent cos:-0.26015
Word:yeshivah cos:-0.03291
Word:bogland cos:-0.28087
Word:verheugen cos:-0.04946
Word:tretow cos:-0.36428
Word:abstracts cos:-0.18957
Word:1857-58 cos:-0.12184
Word:unseating cos:-0.26428
Word:boker cos:-0.18003
Word:foliate cos:-0.18233
Word:585,000-dollar cos:-0.10457
Word:candidate cos:0.15214
Word:http://www.ama cos:-0.07550
Word:seige cos:-0.25034
Word:5:14 cos:-0.16241
Word:dicker cos:-0.10182
Word:926,250 cos:-0.21760
Word:infront cos:-0.16257
Word:snares cos:0.19363
Word:leafleting cos:-0.18677
Word:callatis cos:-0.20153
Word:gymnázium cos:-0.05511
Word:psfs cos:-0.34385
Word:house-museum cos:-0.29713
Word:save cos:0.43578
Word:egyptologists cos:-0.13740
Word:tamla cos:-0.04784
Word:complicite cos:-0.14277
Word:oudenarde cos:-0.25722
Word:261.8 cos:-0.37111
Word:corsaire cos:0.04907
Word:lakshana cos:-0.25627
Word:đukanović cos:-0.19738
Word:kibitzing cos:-0.18212
Word:heaving cos:0.16507
Word:cotto cos:0.16526
Word:reinfeldt cos:-0.08385
Word:proletariat cos:-0.08350
Word:dinnerladies cos:-0.08092
Word:eggesford cos:-0.42961
Word:bychkova cos:-0.22157
Word:teaching-learning cos:-0.38915
Word:hammerfest cos:-0.12294
Word:oq cos:-0.02708
Word:k-12 cos:-0.12459
Word:marculescu cos:0.02333
Word:ha'ir cos:-0.10153
Word:hetlage cos:-0.19464
Word:sushmita cos:-0.01941
Word:nonprofits cos:-0.00086
Word:weatherboarding cos:-0.30422
Word:tootsie cos:0.31736
Word:kipapa cos:0.04750
Word:mid-1968 cos:-0.34303
Word:spectrophotometer cos:-0.15508
Word:namigata cos:-0.35788
Word:buckling cos:-0.06790
Word:c1-spa cos:-0.01818
Word:lukin cos:-0.26730
Word:frightfest cos:-0.07211
Word:mccarter cos:-0.05220
Word:kindergartens cos:-0.11214
Word:conboy cos:-0.19651
Word:cibc cos:-0.08533
Word:etal cos:-0.31908
Word:plasterwork cos:-0.14495
Word:cassells cos:-0.06116
Word:kunstgewerbeschule cos:-0.12033
Word:fotomuseum cos:-0.14744
Word:saltwood cos:-0.19967
Word:seapoint cos:-0.26772
Word:324.4 cos:-0.28333
Word:bagby cos:-0.23620
Word:electronic cos:0.25817
Word:codirector cos:-0.21024
Word:andrology cos:-0.11750
Word:raymondville cos:-0.41998
Word:grimsthorpe cos:-0.33520
Word:kountry cos:-0.18192
Word:ringler cos:-0.39901
Word:hikaumba cos:-0.28023
Word:monnin cos:-0.30457
Word:bca cos:0.01868
Word:boitano cos:-0.18557
Word:mikis cos:-0.10916
Word:mieth cos:-0.24273
Word:boumsong cos:-0.03851
Word:self-mutilation cos:-0.15828
Word:busking cos:-0.04147
Word:yakitori cos:0.13352
Word:szentendre cos:-0.25781
Word:acari cos:0.19000
Word:camber cos:0.00424
Word:2005-2011 cos:-0.27470
Word:rug cos:0.43032
Word:eurospeedway cos:-0.22612
Word:norisring cos:-0.17383
Word:dorasan cos:-0.11931
Word:stationery cos:0.08133
Word:setup cos:0.24469
Word:jordin cos:0.05853
Word:parikh cos:-0.25308
Word:jospin cos:-0.06694
Word:aquafresh cos:-0.06261
Word:università cos:-0.04102
Word:quintets cos:-0.09780
Word:rehearses cos:-0.09336
Word:gesamtschule cos:-0.38684
Word:disputation cos:-0.37243
Word:gwu cos:-0.34223
Word:mirrer cos:-0.23573
Word:xoma cos:-0.13410
Word:a-310 cos:0.03187
Word:males/females cos:-0.25815
Word:daloa cos:-0.13547
Word:pilchuck cos:-0.16798
Word:urey cos:-0.22511
Word:chucked cos:-0.03769
Word:mwaluka cos:-0.17159
Word:as220 cos:-0.31808
Word:halevy cos:-0.16881
Word:karpe cos:-0.29376
Word:kfor-tv cos:-0.17514
Word:purists cos:0.17989
Word:centinel cos:0.02866
Word:madya cos:-0.11989
Word:vignale cos:-0.37155
Word:göle cos:-0.21911
Word:1963-66 cos:-0.23466
Word:66,500 cos:-0.23397
Word:movieland cos:-0.05760
Word:hoaxer cos:0.07742
Word:gáis cos:-0.22837
Word:lolled cos:-0.07148
Word:faxed cos:-0.07665
Word:xuyen cos:-0.15987
Word:cyclopedia cos:0.09200
Word:longacre cos:-0.24474
Word:brunet cos:-0.04836
Word:divertissements cos:-0.20126
Word:spoons cos:0.20493
Word:precipitate cos:0.04554
Word:healthpoint cos:-0.37375
Word:subway cos:0.15761
Word:deejaying cos:-0.30256
Word:enrolls cos:-0.09744
Word:cheaply cos:0.15040
Word:gloaming cos:-0.02416
Word:nyrup cos:0.05964
Word:9:18 cos:-0.19429
Word:lacework cos:-0.18384
Word:180-foot cos:0.14150
Word:lumpia cos:-0.01580
Word:monkeying cos:-0.13522
Word:beckstrom cos:-0.10989
Word:malaz cos:-0.22100
Word:sabby cos:-0.12040
Word:lundholm cos:-0.14215
Word:splices cos:-0.06285
Word:workman cos:0.13442
Word:daneel cos:-0.25574
Word:203.9 cos:-0.17023
Word:barbican cos:-0.03866
Word:lubricated cos:0.17702
Word:sverkos cos:-0.12216
Word:boiceville cos:-0.52467
Word:cup-like cos:-0.23679
Word:mechlin cos:-0.11166
Word:amateurism cos:-0.02832
Word:oft cos:0.07623
Word:waterland cos:-0.13539
Word:non-payment cos:-0.18623
Word:hanger cos:0.18986
Word:whirlow cos:-0.14991
Word:openweight cos:-0.00733
Word:space-themed cos:0.05641
Word:wattstax cos:-0.16929
Word:107,500 cos:-0.11426
Word:ipiales cos:-0.17830
Word:ethnobiology cos:-0.21380
Word:qfa cos:-0.18838
Word:gohel cos:-0.28818
Word:oltu cos:-0.28963
Word:tastee cos:-0.16872
Word:seraphim cos:-0.08617
Word:alinea cos:-0.21207
Word:coagulation cos:0.03867
Word:sestrieres cos:-0.14277
Word:inlet cos:0.17997
Word:bougival cos:-0.19907
Word:feuillants cos:-0.25958
Word:ram-air cos:0.01140
Word:calemine cos:-0.33298
Word:cover-ups cos:-0.33923
Word:endodontics cos:-0.17012
Word:saarbrucken cos:-0.42522
Word:o.t.o. cos:-0.17107
Word:shaplen cos:-0.29512
Word:ålesund cos:-0.22417
Word:mouldings cos:-0.20297
Word:wheelock cos:-0.04891
Word:d.b. cos:-0.08125
Word:comedia cos:-0.05788
Word:wis.-based cos:-0.24360
Word:1047 cos:-0.15130
Word:spender cos:0.20665
Word:childproof cos:-0.02148
Word:solaire cos:-0.03579
Word:domani cos:-0.12406
Word:metalfest cos:-0.24686
Word:7/3 cos:-0.00965
Word:crda cos:-0.20108
Word:coppelia cos:0.10074
Word:170th cos:-0.19966
Word:glaciology cos:-0.01423
Word:encasing cos:-0.20587
Word:u.n.-supervised cos:-0.14455
Word:squatty cos:-0.12663
Word:lenox cos:0.06521
Word:prizefight cos:-0.09217
Word:kawabuchi cos:-0.08364
Word:http://www.toyota.com cos:0.01675
Word:epfl cos:-0.20530
Word:truste cos:0.02636
Word:melpomene cos:-0.19211
Word:kubus cos:-0.18247
Word:maeil cos:-0.18520
Word:selecao cos:0.03946
Word:elsick cos:-0.15898
Word:bugz cos:-0.16850
Word:chunuk cos:-0.13774
Word:re-animated cos:-0.05577
Word:navegar cos:-0.12874
Word:heathers cos:0.13932
Word:sinfonietta cos:-0.17351
Word:stainsby cos:-0.25003
Word:cossette cos:-0.22682
Word:1890-91 cos:-0.24729
Word:swordplay cos:0.03103
Word:nihad cos:-0.10160
Word:serrana cos:-0.13942
Word:classicising cos:-0.31872
Word:vereinsbank cos:-0.19580
Word:4,650 cos:-0.18295
Word:cinderblocks cos:-0.29248
Word:vesnina cos:-0.19926
Word:newe cos:-0.24675
Word:jeunet cos:-0.13068
Word:arush cos:-0.32194
Word:follicle-stimulating cos:-0.08699
Word:watchmaking cos:0.04944
Word:floorboards cos:0.03787
Word:outfalls cos:-0.11214
Word:metamorphosen cos:-0.17593
Word:2162 cos:-0.26991
Word:corestaff cos:-0.09236
Word:u.s.-italian cos:-0.13099
Word:shimmying cos:-0.00992
Word:gyuto cos:-0.17568
Word:metropolia cos:-0.26514
Word:gyoza cos:0.17522
Word:trebinje cos:-0.21626
Word:jettisoned cos:0.00420
Word:paule cos:-0.13917
Word:kabaret cos:-0.05908
Word:brugh cos:-0.21237
Word:chamb cos:-0.29011
Word:.0625 cos:-0.17915
Word:forepart cos:-0.32872
Word:above-ground cos:-0.24089
Word:french-italian cos:-0.06759
Word:diammonium cos:-0.18245
Word:one-design cos:0.07390
Word:schnitzel cos:0.09096
Word:revisal cos:-0.27943
Word:sanmao cos:-0.13848
Word:draping cos:0.06678
Word:annulled cos:-0.24934
Word:eshbach cos:-0.26265
Word:http://www.gm.com/ cos:-0.23370
Word:microfilariae cos:-0.06375
Word:steelheads cos:-0.11825
Word:dynamiting cos:-0.31479
Word:bat cos:0.51334
Word:pranav cos:-0.17855
Word:foisy cos:-0.37114
Word:shankarrao cos:-0.11684
Word:hammondsport cos:-0.29198
Word:t-130 cos:-0.12884
Word:risso cos:0.05637
Word:briars cos:0.00029
Word:petticoat cos:0.03577
Word:waterworks cos:-0.14999
Word:moritzburg cos:-0.23368
Word:eclipsing cos:-0.12407
Word:catheter cos:0.32718
Word:highjacking cos:-0.32472
Word:lincoln-douglas cos:-0.19258
Word:4-on-3 cos:-0.24504
Word:aisles cos:0.14125
Word:outlast cos:-0.05488
Word:remanufacturing cos:-0.29403
Word:pior cos:-0.13337
Word:yeshivat cos:-0.14965
Word:fdx cos:-0.23885
Word:eisenmenger cos:-0.14501
Word:erbium cos:-0.15656
Word:lookingglass cos:-0.10865
Word:crans-montana cos:-0.25411
Word:finborough cos:-0.14701
Word:metternich cos:-0.28441
Word:bruegger cos:-0.21333
Word:9-1-2 cos:-0.31131
Word:kumul cos:-0.14584
Word:scient cos:-0.16561
Word:earthquake-resistant cos:-0.50393
Word:pawnbroking cos:-0.23681
Word:pricewaterhousecooper cos:-0.28464
Word:funneled cos:-0.02553
Word:tvs cos:0.16960
Word:gdr cos:-0.23332
Word:hummelstown cos:-0.36300
Word:removals cos:0.04865
Word:rensselaerville cos:-0.20598
Word:catdog cos:-0.06549
Word:phlegm cos:0.10924
Word:pecc cos:-0.17945
Word:villepin cos:-0.18121
Word:shadegg cos:-0.01536
Word:1964-67 cos:-0.22754
Word:ibrahimpatnam cos:-0.20271
Word:tornante cos:-0.37390
Word:wheezed cos:-0.05862
Word:levanger cos:-0.15116
Word:popovac cos:-0.40283
Word:zhenliang cos:-0.06701
Word:creaks cos:-0.13281
Word:posof cos:-0.19861
Word:winhec cos:-0.28683
Word:northline cos:-0.24859
Word:summercamp cos:-0.03676
Word:ucav cos:0.03838
Word:völkerkunde cos:-0.00992
Word:bedspread cos:0.20570
Word:playbox cos:-0.20829
Word:voicebox cos:-0.19280
Word:schwechat cos:-0.27776
Word:sikota cos:-0.26616
Word:ajaokuta cos:-0.25079
Word:wolper cos:-0.33270
Word:crosslinked cos:-0.14547
Word:update4 cos:0.06738
Word:besson cos:-0.00704
Word:barrière cos:-0.13229
Word:unisphere cos:-0.19131
Word:comptel cos:-0.23822
Word:wallone cos:-0.14022
Word:shigematsu cos:-0.20708
Word:1922-1923 cos:-0.39785
Word:logicians cos:-0.14870
Word:43-foot cos:-0.00327
Word:megret cos:0.15032
Word:openwork cos:-0.18626
Word:mall cos:0.23183
Word:breville cos:-0.35303
Word:086 cos:-0.27091
Word:heche cos:-0.07325
Word:28aou94 cos:-0.41596
Word:nurhadi cos:-0.28515
Word:piston-engined cos:-0.01605
Word:vacuoles cos:-0.06481
Word:pleasance cos:-0.11118
Word:unrolled cos:0.03252
Word:learningsmith cos:-0.34866
Word:palmyrene cos:-0.02753
Word:1925-26 cos:-0.26380
Word:gaianeh cos:-0.18932
Word:4-6 cos:-0.06411
Word:haniel cos:-0.15328
Word:tredyffrin cos:-0.29024
Word:divali cos:-0.02144
Word:touché cos:0.10321
Word:nemc cos:-0.11761
Word:orphee cos:-0.10898
Word:gcpd cos:-0.33535
Word:creb cos:-0.20435
Word:cover-up cos:-0.03356
Word:pbec cos:-0.13495
Word:windesheim cos:-0.40673
Word:gammon cos:-0.10672
Word:nelligan cos:-0.13728
Word:mutv cos:-0.22074
Word:marienburg cos:-0.26004
Word:15:16 cos:-0.31952
Word:riaj cos:0.04774
Word:update3 cos:0.08841
Word:ikaria cos:-0.03148
Word:funderburg cos:-0.30185
Word:1978-1989 cos:-0.19743
Word:bressingham cos:-0.18746
