Word:92.22 cos:-0.23692
Word:michetti cos:-0.40491
Word:somberness cos:-0.40019
Word:cache cos:0.07721
Word:adoram cos:-0.46809
Word:symbolises cos:0.03268
Word:gedung cos:-0.38934
Word:maritana cos:-0.16786
Word:workmanship cos:-0.10025
Word:lecaros cos:-0.36670
Word:microphotography cos:-0.49214
Word:pungwe cos:-0.38179
Word:72.60 cos:-0.22868
Word:kolluri cos:-0.46396
Word:ferozeshah cos:-0.08692
Word:integrelin cos:-0.50529
Word:chimneypiece cos:-0.22267
Word:ophthalmia cos:-0.34052
Word:badge cos:0.52339
Word:rdv cos:-0.32490
Word:8i cos:-0.32493
Word:optimo cos:-0.26159
Word:burketown cos:-0.52208
Word:chubut cos:-0.30432
Word:siskin cos:-0.08656
Word:customisable cos:-0.42892
Word:foping cos:-0.07002
Word:unitaf cos:-0.28518
Word:headiness cos:-0.46144
Word:peniel cos:-0.15493
Word:fgg cos:-0.26455
Word:cityplace cos:-0.36510
Word:fuchi cos:-0.51259
Word:diffie cos:-0.13785
Word:valiyev cos:-0.30804
Word:knapton cos:-0.30175
Word:vver-440 cos:-0.10170
Word:tickling cos:-0.21023
Word:oxberry cos:-0.13162
Word:mernda cos:-0.39551
Word:nowinka cos:-0.37112
Word:patman cos:0.00371
Word:text cos:0.15020
Word:single-use cos:-0.40224
Word:inflections cos:-0.12422
Word:5,452 cos:-0.57526
Word:tpe cos:-0.13465
Word:charabanc cos:-0.25347
Word:septi cos:-0.48048
Word:kibler cos:-0.23741
Word:kingsholm cos:0.00377
Word:meawhile cos:-0.59154
Word:pavane cos:-0.07467
Word:uhz cos:-0.11928
Word:zeidi cos:-0.02743
Word:jasikevičius cos:-0.29969
Word:wiap cos:-0.41644
Word:diyas cos:-0.27555
Word:degrelle cos:-0.26480
Word:aabel cos:-0.25925
Word:wintu cos:-0.27974
Word:bonis cos:-0.26972
Word:mashar cos:-0.39592
Word:recieving cos:-0.39154
Word:jurietti cos:-0.28533
Word:cleitus cos:-0.11647
Word:kauff cos:-0.43469
Word:hide-out cos:-0.20247
Word:seagrass cos:-0.17196
Word:boss cos:0.53156
Word:legadue cos:-0.12535
Word:avocation cos:-0.12172
Word:nørre cos:-0.65886
Word:sinbinned cos:-0.18845
Word:99.44 cos:-0.05382
Word:ruether cos:-0.32748
Word:galeano cos:-0.21378
Word:bigler cos:-0.30029
Word:bedclothes cos:-0.12912
Word:competitiors cos:-0.41280
Word:seethes cos:-0.26703
Word:yirrkala cos:-0.35971
Word:screenshot cos:-0.15815
Word:blandford cos:-0.11076
Word:schiesser cos:-0.39591
Word:gunwales cos:-0.25409
Word:halverson cos:-0.21068
Word:short-circuited cos:-0.40924
Word:virtuoso cos:0.11009
Word:overspenders cos:-0.41626
Word:grandmaison cos:-0.23023
Word:dormann cos:-0.13575
Word:tilbian cos:-0.28799
Word:khoder cos:-0.14321
Word:bogland cos:-0.51719
Word:middle-of-the-road cos:-0.39542
Word:tahquitz cos:-0.22120
Word:42.62 cos:-0.36082
Word:punchers cos:-0.07684
Word:elfving cos:-0.23699
Word:delphiniums cos:-0.14112
Word:cosa cos:0.07059
Word:tinchy cos:-0.20306
Word:magnetostrictive cos:-0.46976
Word:killjoy cos:-0.26750
Word:shapoval cos:-0.40912
Word:arcana cos:-0.05066
Word:mcgary cos:-0.02262
Word:1,776 cos:-0.20023
Word:cross-examining cos:-0.40254
Word:reeser cos:-0.17645
Word:15:49 cos:-0.19083
Word:chievo cos:0.10854
Word:smadi cos:-0.16804
Word:meticulousness cos:-0.11372
Word:mcgloin cos:-0.19966
Word:hofgarten cos:-0.38458
Word:youngbloodz cos:-0.24148
Word:violas cos:-0.05440
Word:promesas cos:-0.11752
Word:mols cos:-0.05064
Word:herak cos:-0.37106
Word:frewer cos:-0.06308
Word:redacting cos:-0.43400
Word:softdrink cos:-0.34799
Word:2625 cos:-0.31841
Word:umbro cos:0.00647
Word:montenero cos:-0.36215
Word:siphonic cos:-0.30987
Word:stixrude cos:-0.33381
Word:unwatched cos:-0.43950
Word:physostigmine cos:-0.54964
Word:zue cos:-0.43100
Word:32-year-old cos:-0.10202
Word:utaka cos:0.13277
Word:arle cos:-0.35437
Word:sztabin cos:-0.22563
Word:ghous cos:-0.42079
Word:free-will cos:-0.32376
Word:wagonloads cos:-0.31742
Word:troublemaking cos:-0.31409
Word:oatley cos:-0.10204
Word:draughtsman cos:0.14299
Word:gwang cos:-0.10811
Word:acses cos:-0.41985
Word:chiyangwa cos:-0.16561
Word:renshou cos:-0.22103
Word:storro cos:-0.23371
Word:wakasa cos:-0.18057
Word:selya cos:0.04420
Word:tayside cos:-0.11419
Word:sounders cos:0.02530
Word:wieruszów cos:-0.31337
Word:vectrex cos:-0.21403
Word:aspired cos:-0.17710
Word:katsuyoshi cos:-0.30485
Word:valenica cos:-0.46158
Word:bedding cos:-0.09003
Word:ndoffene cos:-0.26244
Word:champu cos:-0.19400
Word:valproate cos:-0.29409
Word:villaruel cos:-0.10395
Word:unruliness cos:-0.37729
Word:iłża cos:-0.41178
Word:chitimacha cos:-0.31371
Word:catawba cos:-0.00704
Word:vulture cos:0.12265
Word:pilecon cos:-0.20345
Word:creepiest cos:-0.18779
Word:formula_117 cos:-0.45892
Word:leons cos:0.01465
Word:fmcs cos:-0.31887
Word:mapledurham cos:-0.35949
Word:hieroglyphics cos:-0.11866
Word:roll-off cos:-0.27137
Word:cuscatlan cos:-0.18507
Word:sualua cos:-0.36054
Word:angoras cos:-0.40529
Word:turbomeca cos:-0.16687
Word:flute cos:0.21032
Word:montresor cos:-0.14693
Word:toasty cos:-0.08816
Word:koay cos:-0.51467
Word:stenner cos:-0.32381
Word:sloths cos:-0.08952
Word:muuga cos:-0.18078
Word:vidgen cos:-0.12721
Word:confessionals cos:-0.31502
Word:ferydoon cos:-0.27427
Word:velutina cos:-0.16136
Word:milbanke cos:-0.07357
Word:perrottet cos:-0.29181
Word:verkhoyansk cos:-0.32534
Word:revalidation cos:-0.62820
Word:moamba cos:-0.46812
Word:pro-gun cos:-0.24521
Word:all-digital cos:-0.34983
Word:carhampton cos:-0.16618
Word:predilection cos:-0.12340
Word:1891-92 cos:-0.39238
Word:negroni cos:-0.32093
Word:75-page cos:-0.30460
Word:wiggen cos:-0.07247
Word:8:3 cos:0.07362
Word:lubień cos:-0.31631
Word:monumentality cos:-0.24096
Word:pohjonen cos:-0.46823
Word:sweetgum cos:-0.17789
Word:leupp cos:-0.28791
Word:sannidhi cos:-0.29602
Word:pavesi cos:-0.34594
Word:sulphur-crested cos:-0.30456
Word:m103 cos:-0.28666
Word:101.02 cos:-0.31784
Word:íf cos:-0.35084
Word:loffreda cos:-0.15604
Word:quasi-static cos:-0.54983
Word:otho cos:0.00162
Word:lindup cos:-0.01662
Word:hatters cos:-0.05433
Word:donggala cos:-0.37883
Word:slane cos:-0.00157
Word:red-and-black cos:-0.28645
Word:clyfford cos:-0.17789
Word:diaw cos:-0.03026
Word:jetski cos:-0.46431
Word:sunshade cos:-0.04149
Word:szechenyi cos:-0.32273
Word:winklevosses cos:-0.44995
Word:nemorino cos:-0.16246
Word:g/cm cos:-0.45092
Word:swan cos:0.36403
Word:submanifolds cos:-0.26459
Word:paintbox cos:-0.38420
Word:bemusedly cos:-0.28492
Word:jemseg cos:-0.22634
Word:wagh cos:-0.29187
Word:made-to-measure cos:-0.26841
Word:speedball cos:-0.15640
Word:nutcrackers cos:0.05767
Word:weigle cos:-0.26710
Word:sunne cos:-0.20238
Word:smoothened cos:-0.51254
Word:unc-5 cos:-0.43523
Word:gerad cos:-0.28205
Word:front-to-back cos:-0.39823
Word:barisha cos:-0.31202
Word:juster cos:-0.12007
Word:vinda cos:0.00773
Word:ponderosa cos:-0.06514
Word:ritchies cos:-0.31731
Word:wahi cos:-0.26761
Word:matrilocal cos:-0.27701
Word:multiplexed cos:-0.11123
Word:procaine cos:-0.35033
Word:bankrupcty cos:-0.15654
Word:tatanka cos:-0.22938
Word:outshout cos:-0.25528
Word:siuan cos:-0.35510
Word:133.40 cos:-0.33084
Word:uncomplaining cos:-0.38819
Word:spellbook cos:-0.18267
Word:bodyboard cos:-0.26210
Word:absorptive cos:-0.28527
Word:deyn cos:-0.39975
Word:narodno cos:-0.26227
Word:rebooking cos:-0.32177
Word:tobita cos:-0.50450
Word:i̇dmanocağı cos:-0.32664
Word:chukchansi cos:-0.34500
Word:remler cos:-0.11328
Word:threateningly cos:-0.31882
Word:ballbot cos:-0.37759
Word:disseminating cos:-0.22608
Word:ac-3 cos:-0.23910
Word:kobza cos:-0.13186
Word:flanged cos:-0.14764
Word:baryshnikov cos:-0.08588
Word:well-renowned cos:-0.45892
Word:mirvs cos:-0.30897
Word:openssl cos:-0.31014
Word:book-keeper cos:-0.12203
Word:nurnberger cos:-0.19415
Word:zamacona cos:-0.22090
Word:diopter cos:-0.23026
Word:3,106 cos:-0.48913
Word:stauskas cos:-0.18762
Word:eglee cos:0.02904
Word:ichikawa cos:0.12431
Word:montaño cos:-0.30833
Word:palao cos:-0.30645
Word:theba cos:-0.08796
Word:corns cos:-0.24712
Word:vízner cos:-0.15184
Word:oddset cos:-0.35122
Word:camolese cos:-0.15930
Word:dakich cos:-0.19683
Word:northcross cos:-0.41171
Word:bracanov cos:-0.37850
Word:divinópolis cos:-0.55455
Word:trendline cos:-0.17066
Word:gloeckner cos:-0.31186
Word:squarer cos:-0.26495
Word:nulcear cos:-0.36295
Word:kurman cos:-0.45949
Word:kennels cos:-0.02080
Word:3,170 cos:-0.37845
Word:carll cos:-0.24645
Word:percussionists cos:-0.09485
Word:boodle cos:-0.05673
Word:stretto cos:-0.32556
Word:re-fit cos:-0.33116
Word:ust cos:0.04115
Word:babice cos:-0.35801
Word:hardeeville cos:-0.49854
Word:b-team cos:0.07836
Word:seediness cos:-0.37323
Word:hume cos:0.14800
Word:unappreciative cos:-0.36231
Word:cmkelly cos:0.04586
Word:handcuffed cos:0.19118
Word:basslines cos:-0.17380
Word:surliness cos:-0.24264
Word:73.05 cos:-0.21286
Word:baggies cos:0.02068
Word:polypterus cos:-0.32115
Word:predispositions cos:-0.16148
Word:nyamata cos:-0.51701
Word:elleray cos:0.01341
Word:roseberry cos:-0.02289
Word:drug-taking cos:-0.45781
Word:implicity cos:-0.52201
Word:ylides cos:-0.53749
Word:co-factor cos:-0.37485
Word:calligraphy cos:-0.01505
Word:rehabs cos:-0.40175
Word:resentencing cos:-0.21119
Word:mantillas cos:-0.06018
Word:ikuma cos:-0.18676
Word:manbazar cos:-0.21843
Word:dahlerup cos:-0.45106
Word:pentamidine cos:-0.62836
Word:loadmaster cos:-0.16880
Word:ifosfamide cos:-0.49403
Word:tonsillectomy cos:-0.33554
Word:sealevel cos:-0.12054
Word:eclosion cos:-0.38247
Word:gundobad cos:-0.04884
Word:bacchic cos:-0.25586
Word:crimini cos:-0.19734
Word:tupe cos:-0.55938
Word:wonkette cos:-0.29769
Word:marbut cos:-0.17820
Word:cresting cos:-0.19396
Word:mohabbat cos:-0.21300
Word:glimco cos:-0.32199
Word:richebourg cos:-0.41030
Word:71.98 cos:-0.28570
Word:sherfield cos:-0.07590
Word:xenobiotic cos:-0.36199
Word:x-type cos:-0.13134
Word:brahmagiri cos:-0.25724
Word:mountainbike cos:-0.42380
Word:thermosphere cos:-0.40026
Word:loreto cos:-0.09511
Word:looksmart cos:-0.09827
Word:kurisu cos:-0.52776
Word:cantharidin cos:-0.32437
Word:rebaptism cos:-0.42833
Word:posillipo cos:-0.13651
Word:twachtman cos:0.09167
Word:konstantopoulos cos:-0.41941
Word:updrafts cos:-0.26468
Word:banno cos:-0.50223
Word:geekdom cos:-0.44606
Word:meanwile cos:-0.61393
Word:julu cos:0.02516
Word:chithra cos:-0.20505
Word:lakshya cos:-0.21412
Word:trae cos:-0.05804
Word:amatol cos:-0.39631
Word:alexz cos:0.07060
Word:45-27 cos:-0.39592
Word:mielnik cos:-0.30678
Word:sitar cos:0.02067
Word:arsal cos:-0.17950
Word:scirea cos:-0.31161
Word:attah cos:-0.27792
Word:piaseczno cos:-0.27483
Word:zosky cos:-0.22710
Word:steelyard cos:-0.10440
Word:townsel cos:-0.37200
Word:gilbertese cos:-0.32313
Word:shako cos:-0.04209
Word:co-star cos:0.32273
Word:jianming cos:-0.03608
Word:proferred cos:-0.34768
Word:dgs cos:0.07768
Word:sourceforge.net cos:-0.43384
Word:84.90 cos:-0.33569
Word:thatgamecompany cos:-0.29483
Word:wrongfooting cos:-0.39305
Word:secemin cos:-0.38766
Word:stargel cos:-0.35360
Word:shuddered cos:-0.32118
Word:neuromas cos:-0.38297
Word:hergest cos:0.11793
Word:kapilavastu cos:-0.43500
Word:pronaos cos:-0.31329
Word:antispyware cos:-0.20959
Word:oriflame cos:-0.30271
Word:vmu cos:-0.30200
Word:diptych cos:-0.11261
Word:recreationally cos:-0.22236
Word:lzs cos:-0.44195
Word:lukić cos:-0.15615
Word:sauchie cos:-0.32245
Word:quania cos:-0.27055
Word:pardus cos:0.03988
Word:snarkiness cos:-0.42668
Word:72.10 cos:-0.19675
Word:don cos:0.52347
Word:psyllids cos:-0.47803
Word:doumergue cos:-0.31792
Word:benzine cos:-0.39604
Word:gfci cos:-0.37023
Word:throughball cos:-0.21682
Word:73.52 cos:-0.25121
Word:schinasi cos:-0.31005
Word:rb-29 cos:-0.25393
Word:autotransformer cos:-0.25737
Word:doumet cos:-0.48802
Word:lagopus cos:-0.11227
Word:sironen cos:-0.29401
Word:tha cos:0.04302
Word:druart cos:-0.35037
Word:mieszkowice cos:-0.36029
Word:aboy cos:-0.51544
Word:blokus cos:-0.12061
Word:walk-through cos:-0.31628
Word:meditatively cos:-0.34675
Word:yogo cos:-0.16125
Word:lolly cos:-0.16269
Word:michałów cos:-0.43102
Word:netshow cos:-0.18045
Word:72.37 cos:-0.21163
Word:sinyangwe cos:-0.21947
Word:pwe cos:-0.07132
Word:vup cos:-0.30129
Word:radioactive cos:-0.10271
Word:less-lethal cos:-0.38283
Word:chir cos:-0.08804
Word:subtracts cos:-0.31713
Word:baranowska cos:-0.29945
Word:huggers cos:-0.26725
Word:pedic cos:-0.33719
Word:gelston cos:-0.26222
Word:useable cos:-0.44702
Word:checkpointing cos:-0.57856
Word:kontakion cos:-0.16936
Word:mamá cos:-0.22569
Word:wague cos:-0.39539
Word:lass cos:0.06849
Word:snuffleupagus cos:-0.10020
Word:numurkah cos:-0.44569
Word:ylenia cos:-0.39493
Word:swiveling cos:-0.06709
Word:coltrane cos:0.25220
Word:futami cos:-0.45547
Word:poncha cos:-0.26122
Word:issi cos:-0.29032
Word:thermax cos:-0.31418
Word:brigus cos:-0.36734
Word:anatoxin-a cos:-0.56647
Word:dichroism cos:-0.35614
Word:pujiang cos:-0.12305
Word:imbalanced cos:-0.51026
Word:malty cos:-0.03291
Word:susette cos:-0.34817
Word:starlauro cos:-0.33961
Word:pre-emptions cos:-0.41197
Word:geissler cos:-0.26573
Word:nilofar cos:-0.41622
Word:ladley cos:-0.39073
Word:gyong cos:0.01876
Word:pillard cos:-0.36545
Word:tuberculate cos:-0.42186
Word:illovo cos:-0.25542
Word:ridesharing cos:-0.44233
Word:inter-dimensional cos:-0.25315
Word:gowri cos:-0.07028
Word:kavalam cos:-0.24958
Word:sabre-toothed cos:-0.24644
Word:maków cos:-0.23770
Word:72.09 cos:-0.17305
Word:particle-like cos:-0.12512
Word:thalers cos:-0.11963
Word:2,729 cos:-0.49249
Word:candyland cos:-0.17444
Word:almrei cos:-0.32144
Word:gamespot cos:0.08497
Word:bribing cos:0.01013
Word:wrigglesworth cos:-0.44063
Word:orchestrations cos:0.04626
Word:jogo cos:-0.08885
Word:peynaud cos:-0.48887
Word:fuglafjørður cos:-0.44124
Word:krishnaraja cos:-0.08698
Word:abdusalomov cos:-0.54846
Word:73.69 cos:-0.25635
Word:eto'o cos:0.22211
Word:70.19 cos:-0.20615
Word:stike cos:-0.42154
Word:lesin cos:-0.20632
Word:chimes cos:0.10741
Word:ululation cos:-0.41354
Word:buc cos:-0.04137
Word:bartok cos:-0.20027
Word:clarithromycin cos:-0.29360
Word:więcbork cos:-0.39356
Word:strontium-90 cos:-0.34970
Word:subramanya cos:0.01286
Word:obala cos:-0.52620
Word:gaiseric cos:-0.11355
Word:kap cos:-0.22143
Word:e-w cos:-0.39045
Word:83.89 cos:-0.38144
Word:bqe cos:-0.34198
Word:karya cos:-0.28438
Word:waterbed cos:-0.17146
Word:mosta cos:-0.29196
Word:nancheng cos:-0.37719
Word:web-page cos:-0.32467
Word:euroairport cos:-0.51691
Word:pallippuram cos:-0.55334
Word:folkloristics cos:-0.25765
Word:indemnifying cos:-0.24880
Word:mulliner cos:0.04072
Word:deul cos:-0.26293
Word:actuality cos:-0.10112
Word:suceed cos:-0.41399
Word:sanitizers cos:-0.12846
Word:lebron cos:0.23488
Word:misfiled cos:-0.39928
Word:metaheuristic cos:-0.45556
Word:fractional-reserve cos:-0.14792
Word:6-feet-5 cos:-0.35726
Word:thudding cos:-0.16731
Word:indoles cos:-0.48710
Word:rădulescu cos:-0.35013
Word:heathcare cos:-0.35558
Word:meanhwile cos:-0.65380
Word:87-minute cos:-0.27217
Word:sackbut cos:-0.24900
Word:co-branded cos:-0.14348
Word:whistle-blower cos:-0.13659
Word:2690 cos:-0.52983
Word:borbarua cos:-0.20187
Word:candel cos:-0.46494
Word:icbms cos:-0.09920
Word:atropine cos:-0.31143
Word:sypniewo cos:-0.49947
Word:steeltex cos:-0.25285
Word:139.50 cos:-0.14441
Word:hydrogeological cos:-0.46672
Word:quantel cos:-0.38363
Word:vanasatidya cos:-0.37825
Word:50-80 cos:-0.48115
Word:nushu cos:-0.40567
Word:2109 cos:-0.41599
Word:wair cos:-0.41083
Word:gibber cos:-0.29133
Word:walk-on cos:0.03811
Word:beatrisa cos:-0.19325
Word:archtop cos:-0.01579
Word:rhadigan cos:-0.14785
Word:boloni cos:-0.20814
Word:gavotte cos:-0.18414
Word:disatisfaction cos:-0.30441
Word:talty cos:-0.44491
Word:sinaiticus cos:-0.23933
Word:user-specified cos:-0.34138
Word:osieczna cos:-0.35128
Word:hard-to-reach cos:-0.49555
Word:interjet cos:-0.42605
Word:sredoje cos:0.00646
Word:paparesta cos:-0.04315
Word:f.w. cos:0.00970
Word:ballem cos:-0.16468
Word:upasani cos:-0.25308
Word:reseach cos:-0.42167
Word:kirkmichael cos:-0.57342
Word:hermes cos:0.25783
Word:muscularity cos:-0.29774
Word:prinia cos:-0.25285
Word:paschall cos:-0.34152
Word:claque cos:-0.29474
Word:33-28 cos:-0.27353
Word:paliwal cos:-0.29362
Word:46-day cos:-0.28515
Word:serioux cos:-0.26878
Word:henzell cos:-0.04665
Word:dark-green cos:-0.29882
Word:savannahs cos:-0.43400
Word:cello cos:0.15037
Word:4-for-15 cos:-0.38157
Word:mazhari cos:-0.39316
Word:moshiri cos:-0.02441
Word:idiosyncrasies cos:-0.09050
Word:74.86 cos:-0.28962
Word:68.45 cos:-0.25680
Word:cabanes cos:-0.31681
Word:zemlinskis cos:-0.38893
Word:sophomores cos:-0.02818
Word:stixx cos:-0.20098
Word:kolathur cos:-0.45563
Word:valleycats cos:-0.31219
Word:nurullah cos:-0.33142
Word:dardic cos:-0.39652
Word:expresscard cos:-0.20186
Word:beeding cos:-0.19022
Word:failla cos:-0.12400
Word:contraves cos:-0.28985
Word:mudroom cos:-0.43364
Word:balado cos:-0.28605
Word:absorbency cos:-0.33704
Word:genesco cos:-0.12783
Word:kilohertz cos:-0.16573
Word:pyogenic cos:-0.42620
Word:serangoon cos:-0.09106
Word:dhofar cos:-0.09251
Word:eyestrain cos:-0.33332
Word:outport cos:-0.17709
Word:larwood cos:-0.15335
Word:aalsmeer cos:-0.29265
Word:yablon cos:-0.27894
Word:snow-white cos:-0.30390
Word:spectrin cos:-0.36583
Word:goronwy cos:-0.18694
Word:ndogo cos:-0.43724
Word:slanting cos:-0.22277
Word:curdling cos:-0.22806
Word:buri cos:-0.28015
Word:lascombes cos:-0.23473
Word:keepnews cos:-0.25893
Word:over-zealous cos:-0.36752
Word:zabidin cos:-0.31837
Word:castmember cos:-0.12496
Word:73.43 cos:-0.24313
Word:anklam cos:-0.47930
Word:vilvorde cos:-0.41504
Word:baziotes cos:-0.02037
Word:seaham cos:0.07229
Word:percolation cos:-0.32329
Word:jun-ho cos:-0.38748
Word:nazimabad cos:-0.35433
Word:nonfactor cos:-0.36939
Word:nusayr cos:-0.03805
Word:7-david cos:0.26138
Word:flanger cos:-0.28026
Word:takkar cos:-0.43038
Word:quizmaster cos:-0.30017
Word:waterproofs cos:-0.33037
Word:parappa cos:-0.14366
Word:dugger cos:-0.15596
Word:cya cos:-0.25811
Word:rolltop cos:-0.05137
Word:businesss cos:-0.35605
Word:first-grade cos:0.02040
Word:ligase cos:-0.10958
Word:unbridgeable cos:-0.10880
Word:xwb cos:0.05974
Word:heyzer cos:-0.32118
Word:volterra cos:-0.12164
Word:elsehwere cos:-0.59329
Word:go-karting cos:-0.45562
Word:telidon cos:-0.40605
Word:nubby cos:-0.21475
Word:giniel cos:0.04890
Word:pre-1974 cos:-0.23993
Word:trzy cos:-0.42356
Word:baczynski cos:-0.30915
Word:mihails cos:-0.32891
Word:corneil cos:-0.28740
Word:zwiener cos:-0.35126
Word:intertextuality cos:-0.37213
Word:regenerating cos:-0.37060
Word:snaggle cos:-0.22304
Word:twanging cos:-0.29390
Word:amorites cos:-0.22296
Word:antisatellite cos:-0.32182
Word:rockcliffe cos:-0.14470
Word:loquaciousness cos:-0.32261
Word:talybont cos:-0.40147
Word:finetuning cos:-0.59175
Word:changeability cos:-0.38622
Word:gamepads cos:-0.40103
Word:untapped cos:-0.10379
Word:woolstone cos:-0.19768
Word:hjørring cos:-0.20294
Word:jagamohana cos:-0.40263
Word:moher cos:-0.07942
Word:masking cos:-0.07611
Word:phlegm cos:-0.25503
Word:skylands cos:-0.29600
Word:south-side cos:-0.30852
Word:dalil cos:-0.19114
Word:wiliness cos:-0.28900
Word:electrodeposition cos:-0.50885
Word:zazzle cos:-0.56857
Word:uncw cos:-0.28099
Word:sośnie cos:-0.38264
Word:barytes cos:-0.50239
Word:fulvous cos:-0.24839
Word:duikers cos:-0.18143
Word:tiptoft cos:0.03222
Word:nitrated cos:-0.42186
Word:hellemond cos:-0.30448
Word:navar cos:-0.33026
Word:thalassaemia cos:-0.33430
Word:cornelia cos:0.03882
Word:lagumdzija cos:-0.35530
Word:red-coloured cos:-0.35142
Word:yevgenia cos:-0.42402
Word:obsequiously cos:-0.43995
Word:bikol cos:-0.28087
Word:graters cos:-0.38902
Word:ligue cos:0.23067
Word:ynys cos:-0.11799
Word:brivio cos:-0.19433
Word:slighly cos:-0.46134
Word:overbooking cos:-0.21989
Word:drunkards cos:-0.30362
Word:durrington cos:-0.10299
Word:alphorn cos:-0.47908
Word:tremeloes cos:-0.13851
Word:dipterocarpaceae cos:-0.12725
Word:atsugi cos:-0.16170
Word:serenity cos:0.11244
Word:unisphere cos:-0.35358
Word:sillers cos:-0.25680
Word:kindelán cos:-0.25627
Word:iwaniska cos:-0.31389
Word:brightening cos:-0.17607
Word:folke cos:-0.24574
Word:spätzle cos:-0.40962
Word:aitor cos:-0.18566
Word:bettws cos:-0.34141
Word:grey-blue cos:-0.19241
Word:montacute cos:0.06187
Word:krakoff cos:-0.14572
Word:commericial cos:-0.51783
Word:paddleball cos:-0.40990
Word:finchampstead cos:-0.35170
Word:parishoners cos:-0.37847
Word:zivorad cos:-0.35085
Word:panteg cos:-0.31952
Word:esq. cos:0.32956
Word:vasona cos:-0.10796
Word:co-respondent cos:-0.14750
Word:transfusing cos:-0.33149
Word:wallaceburg cos:-0.32500
Word:globetrotter cos:-0.25659
Word:działoszyce cos:-0.39355
Word:wivelsfield cos:-0.36106
Word:rusdi cos:-0.30155
Word:hoshiandesu cos:-0.10560
Word:helu cos:-0.03920
Word:preate cos:-0.17291
Word:limber cos:-0.13192
Word:well-managed cos:-0.43085
Word:plushenko cos:-0.08852
Word:hotdocs cos:-0.31996
Word:bluelight cos:-0.22323
Word:sccrc cos:-0.09774
Word:boccieri cos:-0.06825
Word:birkhall cos:-0.14013
Word:suboxone cos:-0.62982
Word:333sp cos:-0.28469
Word:longleaf cos:-0.14400
Word:9/11-style cos:-0.38015
Word:44.56 cos:-0.25358
Word:badoy cos:-0.35492
Word:jireh cos:-0.10492
Word:nagambie cos:-0.37391
Word:czosnów cos:-0.29631
Word:oaklyn cos:-0.42315
Word:blurrier cos:-0.29419
Word:coachbuilt cos:-0.24822
Word:registan cos:-0.45096
Word:garnes cos:-0.05746
Word:meadowlands cos:-0.02292
Word:baile cos:-0.03421
Word:catalist cos:-0.48089
Word:hormozgan cos:-0.21346
Word:vajdic cos:-0.23746
Word:hms cos:0.53103
Word:patrica cos:-0.29096
Word:jibrin cos:-0.43609
Word:comportment cos:-0.20886
Word:unchanging cos:-0.12926
Word:joypad cos:-0.17633
Word:mullions cos:-0.21916
Word:tenderizing cos:-0.42237
Word:grouard cos:-0.10158
Word:mariańska cos:-0.48127
Word:foscarini cos:-0.35033
Word:williamses cos:-0.11239
Word:thurnham cos:-0.32079
Word:5-30 cos:-0.27032
Word:4,825 cos:-0.45986
Word:subtleties cos:-0.15770
Word:sastra cos:-0.20263
Word:mulville cos:-0.24618
Word:fuliang cos:-0.00798
Word:full-powered cos:-0.26221
Word:wash.-based cos:-0.19080
Word:goler cos:-0.02572
Word:setton cos:-0.40483
Word:equipement cos:-0.37513
Word:lifedrive cos:-0.33402
Word:grey-white cos:-0.35572
Word:paulino cos:0.05951
Word:binaca cos:-0.28261
Word:unprofitability cos:-0.28410
Word:midwater cos:-0.31972
Word:aney cos:-0.37274
Word:daubs cos:-0.24901
Word:blindfold cos:0.04989
Word:ached cos:-0.07280
Word:winchcombe cos:-0.22914
Word:craftsmanship cos:0.00849
Word:gyll cos:-0.24361
Word:vestryman cos:-0.07077
Word:flosadottir cos:-0.46510
Word:impales cos:-0.02351
Word:satiating cos:-0.41035
Word:carvalhal cos:-0.26804
Word:-19 cos:-0.02891
Word:eunhyuk cos:-0.05549
Word:hanac cos:-0.22947
Word:fiorio cos:-0.26201
Word:milk-white cos:-0.26876
Word:k.f.c. cos:-0.30279
Word:refocussed cos:-0.35318
Word:bodykit cos:-0.38715
Word:sulimani cos:-0.21871
Word:boldenone cos:-0.38337
Word:vendome cos:-0.09468
Word:tjipto cos:-0.39172
Word:13-13 cos:-0.09169
Word:spermatheca cos:-0.44796
Word:boryeong cos:-0.49533
Word:silom cos:-0.12481
Word:vazirov cos:-0.34857
Word:zayu cos:-0.33297
Word:cathinone cos:-0.39334
Word:consonance cos:-0.39040
Word:harmonica cos:0.24531
Word:gedman cos:-0.15349
Word:carrola cos:-0.40455
Word:bollards cos:-0.31628
Word:tripuri cos:-0.30580
Word:sertoma cos:-0.20187
Word:hatlo cos:-0.17479
Word:succinctness cos:-0.34583
Word:barhi cos:-0.53298
Word:rufer cos:-0.23967
Word:fellow-student cos:-0.14198
Word:87-79 cos:-0.33607
Word:ontogenetic cos:-0.38486
Word:bimota cos:-0.43910
Word:uncongested cos:-0.50109
Word:54-48 cos:-0.51954
Word:signalers cos:-0.50506
Word:data cos:0.08286
Word:stannaries cos:-0.02222
Word:hospodar cos:-0.12903
Word:lauwaert cos:-0.30922
Word:bhimji cos:-0.43132
Word:eastport cos:-0.27289
Word:rakotonirina cos:-0.25882
Word:2nite cos:-0.03570
Word:general-purpose cos:-0.21680
Word:off-hours cos:-0.19682
Word:teitur cos:-0.42639
Word:baliye cos:-0.26323
Word:tonu'u cos:-0.09627
Word:noev cos:-0.43253
Word:contemplative cos:-0.10830
Word:nunu cos:-0.21645
